index,TestQuestionID,KnowledgeID,q_Level
1491,5522,1266,2
1492,2528,610,1
1493,2542,618,2
1494,4652,1091,1
1495,634,99,1
1496,3563,829,1
1497,4022,929,1
1498,5235,1207,1
1499,5358,1244,1
1500,4548,1053,1
1501,950,216,1
1502,805,165,1
1503,4372,377,1
1504,3583,746,1
1505,5510,1276,2
1506,2940,681,2
1507,709,169,1
1508,1052,453,3
1509,58,12,1
1510,2169,516,3
1511,2779,681,2
1512,4665,1092,1
1513,1989,1238,2
1514,123,29,1
1515,1797,1266,1
1516,109,0,1
1517,2105,506,1
1518,916,213,1
1519,3842,888,1
1520,5371,610,2
1521,2386,288,3
1522,5475,211,1
1523,2958,579,1
1524,4688,711,1
1525,2904,674,2
1526,4716,34,1
1527,895,194,1
1528,2749,648,2
1529,850,198,2
1530,2180,505,3
1531,4688,711,1
1532,819,190,1
1533,2103,506,1
1534,4306,256,3
1535,642,155,1
1536,318,67,3
1537,1930,461,1
1538,2358,576,2
1539,3081,1104,1
1540,2954,682,1
1541,2497,611,2
1542,781,184,1
1543,4801,1119,1
1544,4697,1042,1
1545,1594,376,1
1546,877,194,1
1547,5481,1266,1
1548,3662,829,1
1549,404,34,1
1550,3807,879,1
1551,2764,652,3
1552,2057,506,3
1553,1613,376,1
1554,982,215,2
1555,5370,1244,2
1556,95,31,1
1557,2030,483,1
1558,4885,1020,1
1559,2479,601,1
1560,998,218,2
1561,3834,890,1
1562,1392,352,2
1563,3719,825,1
1564,594,94,1
1565,1808,229,1
1566,2652,174,1
1567,3790,882,1
1568,4103,532,3
1569,5475,211,1
1570,2607,610,3
1571,5228,1104,1
1572,47,5,1
1573,3133,711,2
1574,2663,638,1
1575,4298,999,1
1576,5041,1183,1
1577,25,933,3
1578,1042,217,1
1579,4989,1104,1
1580,4605,1099,1
1581,3886,879,1
1582,4475,542,1
1583,2455,554,1
1584,4605,1099,1
1585,2030,483,1
1586,229,35,1
1587,3057,701,1
1588,2179,506,3
1589,4814,1120,1
1590,288,57,3
1591,2334,554,1
1592,5552,490,1
1593,2835,671,2
1594,3538,829,1
1595,690,165,3
1596,205,35,1
1597,30,1007,1
1598,299,57,3
1599,3920,554,1
1600,2588,610,1
1601,1911,462,1
1602,1067,215,1
1603,3321,746,1
1604,5198,1104,1
1605,2561,618,2
1606,641,147,1
1607,1655,376,1
1608,4231,1104,1
1609,2053,505,3
1610,244,34,3
1611,879,741,1
1612,4910,1145,3
1613,2554,618,2
1614,2074,505,3
1615,678,165,1
1616,5267,1239,1
1617,1067,215,1
1618,5504,1276,3
1619,1371,556,1
1620,647,94,1
1621,1773,423,3
1622,4550,1042,1
1623,201,44,3
1624,2143,506,3
1625,4953,1163,1
1626,2954,682,1
1627,2098,506,1
1628,5494,1271,3
1629,5464,217,1
1630,4574,1078,1
1631,4650,999,1
1632,2596,630,2
1633,5206,1213,1
1634,1808,229,1
1635,5117,1203,1
1636,2264,548,1
1637,5405,767,1
1638,4650,999,1
1639,2936,674,2
1640,5553,211,1
1641,3039,695,1
1642,2493,610,2
1643,185,34,1
1644,4905,1104,1
1645,4587,1077,1
1646,2542,618,2
1647,223,48,1
1648,1767,432,1
1649,2626,629,2
1650,3612,746,1
1651,3962,912,1
1652,3419,793,1
1653,3351,774,2
1654,2607,610,3
1655,715,1140,1
1656,4614,1042,1
1657,4713,1042,1
1658,405,34,1
1659,5110,1200,1
1660,3461,746,1
1661,1961,472,5
1662,194,35,3
1663,5363,1226,1
1664,3559,746,1
1665,4905,1104,1
1666,2026,483,1
1667,5610,638,3
1668,3681,841,1
1669,4125,945,3
1670,195,55,3
1671,4583,1077,1
1672,3795,882,1
1673,5242,1218,1
1674,309,65,3
1675,4439,1046,1
1676,3970,910,1
1677,393,1221,2
1678,4021,927,1
1679,138,0,1
1680,1415,339,1
1681,4432,1046,1
1682,426,89,3
1683,5572,1291,1
1684,931,217,1
1685,3015,363,2
1686,378,711,1
1687,3888,879,1
1688,5511,1271,1
1689,154,34,1
1690,2996,682,1
1691,4009,440,1
1692,2011,483,1
1693,5117,1203,1
1694,1754,423,3
1695,4559,1098,1
1696,4677,746,3
1697,613,147,1
1698,4977,1167,1
1699,878,1267,3
1700,72,18,1
1701,441,34,1
1702,2816,661,1
1703,2890,638,2
1704,755,165,1
1705,2597,629,2
1706,938,227,2
1707,2128,506,3
1708,2272,549,1
1709,4363,1104,1
1710,2170,999,3
1711,2528,610,1
1712,989,224,2
1713,4056,919,3
1714,3913,902,1
1715,1545,708,2
1716,1787,423,1
1717,89,0,1
1718,3094,707,2
1719,1866,215,1
1720,5500,1274,2
1721,494,94,3
1722,5116,1200,1
1723,4363,1104,1
1724,3559,746,1
1725,4297,1095,1
1726,2164,505,3
1727,1053,215,2
1728,5353,1242,1
1729,4052,916,4
1730,4041,433,2
1731,5220,1104,1
1732,4509,1042,1
1733,4625,462,1
1734,1534,367,2
1735,2313,554,1
1736,4101,942,1
1737,774,165,1
1738,3436,746,1
1739,223,48,1
1740,1406,352,2
1741,8,0,1
1742,5516,1266,2
1743,621,147,1
1744,5571,22,1
1745,4049,915,2
1746,124,0,1
1747,3499,815,1
1748,4626,1078,1
1749,5529,195,2
1750,2821,661,3
1751,5410,769,1
1752,727,176,1
1753,411,34,1
1754,5205,1207,1
1755,2895,638,2
1756,345,74,3
1757,4742,1103,1
1758,2268,505,1
1759,1449,339,1
1760,3012,683,1
1761,678,165,1
1762,3061,699,1
1763,218,35,3
1764,1038,230,3
1765,4915,1104,1
1766,2060,433,3
1767,421,34,1
1768,734,996,1
1769,400,82,1
1770,3921,554,1
1771,958,215,1
1772,5410,769,1
1773,5559,211,1
1774,3636,746,5
1775,4616,1103,1
1776,4392,1042,1
1777,1371,556,1
1778,3054,700,1
1779,1375,339,2
1780,5541,1266,2
1781,988,437,3
1782,1841,440,2
1783,2972,685,2
1784,1323,332,1
1785,1852,1293,2
1786,2073,506,5
1787,5405,767,1
1788,2554,618,2
1789,1798,300,1
1790,2283,547,1
1791,2699,645,3
1792,3064,682,1
1793,727,176,1
1794,5529,195,2
1795,249,53,3
1796,123,29,1
1797,986,224,1
1798,2568,1008,1
1799,2832,661,1
1800,2885,661,2
1801,5469,1269,3
1802,4064,915,1
1803,820,185,1
1804,1867,215,2
1805,2727,639,2
1806,3681,841,1
1807,1426,453,2
1808,1534,367,2
1809,826,638,2
1810,1488,369,2
1811,1890,216,1
1812,3012,683,1
1813,1576,376,1
1814,4457,1051,1
1815,3940,879,1
1816,2759,639,2
1817,3662,829,1
1818,1651,376,1
1819,5427,1257,1
1820,3134,711,1
1821,4865,821,1
1822,3351,774,2
1823,4477,1050,1
1824,2026,483,1
1825,5547,1278,3
1826,4925,1151,1
1827,2595,629,2
1828,201,44,3
1829,4545,1069,1
1830,5546,1278,2
1831,3061,699,1
1832,690,165,3
1833,14,1,1
1834,4165,946,3
1835,681,82,1
1836,4292,1006,1
1837,2067,512,1
1838,2312,554,1
1839,5493,915,3
1840,1486,0,0
1841,4871,1104,1
1842,3544,834,1
1843,1808,229,1
1844,3583,746,1
1845,2283,547,1
1846,5049,1183,1
1847,1849,447,2
1848,798,173,1
1849,3632,829,1
1850,314,65,1
1851,5422,1221,1
1852,834,190,1
1853,5319,1239,1
1854,3900,903,1
1855,795,186,1
1856,2944,681,2
1857,4085,915,1
1858,3023,696,1
1859,893,1266,1
1860,3684,746,1
1861,2111,505,3
1862,4726,1098,1
1863,1873,243,3
1864,2513,615,2
1865,5566,916,4
1866,1918,462,1
1867,5517,454,2
1868,1631,1271,1
1869,831,165,1
1870,446,94,1
1871,190,35,1
1872,362,77,1
1873,2522,617,2
1874,2836,665,2
1875,1974,461,1
1876,4320,1140,1
1877,195,55,3
1878,3209,739,2
1879,1079,215,2
1880,988,437,3
1881,4895,1104,1
1882,5267,1239,1
1883,961,433,2
1884,1514,369,1
1885,3409,760,1
1886,4617,1042,1
1887,3970,910,1
1888,394,420,1
1889,603,149,2
1890,39,506,1
1891,4513,1058,1
1892,4021,927,1
1893,4688,711,1
1894,3159,462,1
1895,2696,651,1
1896,2433,594,2
1897,584,94,1
1898,2699,645,3
1899,4020,927,1
1900,4371,1150,1
1901,4001,923,1
1902,3981,916,1
1903,39,506,1
1904,3601,746,1
1905,211,46,3
1906,1234,313,1
1907,4183,939,1
1908,30,1007,1
1909,938,227,2
1910,4765,945,3
1911,77,0,1
1912,1415,339,1
1913,1144,278,3
1914,3613,829,1
1915,5422,1221,1
1916,1608,387,1
1917,3684,746,1
1918,1655,376,1
1919,2529,621,1
1920,3681,841,1
1921,1975,461,3
1922,4509,1042,1
1923,1539,339,1
1924,1931,461,1
1925,5142,707,1
1926,5005,1104,1
1927,5181,1104,1
1928,3061,699,1
1929,47,5,1
1930,3547,829,1
1931,2828,638,1
1932,2683,639,2
1933,4626,1078,1
1934,4186,946,3
1935,1988,486,2
1936,2836,665,2
1937,989,224,2
1938,1918,462,1
1939,1592,376,1
1940,3034,695,1
1941,12,1,1
1942,139,25,1
1943,2020,483,1
1944,1481,360,1
1945,378,711,1
1946,1353,345,2
1947,4457,1051,1
1948,4499,1042,1
1949,4214,945,3
1950,211,46,3
1951,5141,1104,1
1952,2357,343,2
1953,2677,638,3
1954,5363,1226,1
1955,123,29,1
1956,4841,170,3
1957,4333,1014,1
1958,4576,1076,1
1959,1886,215,2
1960,47,5,1
1961,4021,927,1
1962,2667,638,2
1963,341,72,5
1964,584,94,1
1965,471,94,1
1966,1,21,1
1967,1947,472,3
1968,4559,1098,1
1969,5583,1287,1
1970,3216,711,1
1971,4470,1042,1
1972,2774,720,3
1973,2455,554,1
1974,1521,339,1
1975,1974,461,1
1976,2352,568,1
1977,2683,639,2
1978,1782,376,1
1979,648,147,1
1980,1464,360,2
1981,1594,376,1
1982,3446,790,1
1983,5117,1203,1
1984,5329,1221,1
1985,841,194,1
1986,4716,34,1
1987,5123,1204,1
1988,639,180,1
1989,3209,739,2
1990,446,94,1
1991,3003,682,2
1992,4994,1104,1
1993,3692,746,1
1994,1691,377,1
1995,866,745,1
1996,4059,933,1
1997,3321,746,1
1998,3104,714,1
1999,3330,769,1
2000,4541,1042,1
2001,2626,629,2
2002,2328,555,2
2003,2178,505,3
2004,4086,939,1
2005,4664,1084,1
2006,1430,370,1
2007,3428,790,1
2008,5171,1207,1
2009,2592,610,1
2010,274,58,1
2011,3159,462,1
2012,4644,483,1
2013,1264,319,1
2014,3123,716,2
2015,1927,467,3
2016,5017,1104,1
2017,946,215,1
2018,3935,879,1
2019,3049,700,2
2020,453,94,1
2021,1407,370,1
2022,4232,148,1
2023,5395,1244,1
2024,4742,1103,1
2025,1478,358,2
2026,2832,661,1
2027,5325,1221,1
2028,5607,180,4
2029,1827,440,2
2030,36,1104,1
2031,5590,194,1
2032,5607,180,4
2033,1927,467,3
2034,3547,829,1
2035,1268,300,1
2036,367,34,1
2037,5553,211,1
2038,2099,999,1
2039,4722,1042,1
2040,2284,505,1
2041,2284,505,1
2042,1836,446,2
2043,2972,685,2
2044,5314,1237,1
2045,3802,887,1
2046,2434,592,1
2047,5540,1266,2
2048,1293,300,1
2049,4952,1104,1
2050,1594,376,1
2051,1873,243,3
2052,1707,405,1
2053,4155,954,3
2054,4810,1011,1
2055,264,1088,1
2056,3239,748,1
2057,1734,433,3
2058,109,0,1
2059,4476,1098,1
2060,5404,1251,2
2061,5314,1237,1
2062,1406,352,2
2063,5329,1221,1
2064,4953,1163,1
2065,3202,611,1
2066,1531,372,1
2067,4125,945,3
2068,2098,506,1
2069,3133,711,2
2070,222,639,1
2071,1545,708,2
2072,2581,733,2
2073,4839,916,3
2074,841,194,1
2075,5041,1183,1
2076,4801,1119,1
2077,4583,1077,1
2078,3921,554,1
2079,3826,879,1
2080,4576,1076,1
2081,1988,486,2
2082,2564,610,2
2083,4749,1104,1
2084,600,180,1
2085,4885,1020,1
2086,4994,1104,1
2087,1378,351,2
2088,3807,879,1
2089,352,73,3
2090,2504,610,2
2091,5242,1218,1
2092,647,94,1
2093,3203,733,1
2094,5104,1201,1
2095,134,113,1
2096,1413,357,1
2097,2180,505,3
2098,4166,951,3
2099,2522,617,2
2100,4009,440,1
2101,2073,506,5
2102,1707,405,1
2103,1827,440,2
2104,902,224,1
2105,4523,1058,1
2106,5482,1266,3
2107,5437,1259,1
2108,155,37,1
2109,3865,606,1
2110,743,178,1
2111,3409,760,1
2112,239,35,3
2113,5142,707,1
2114,3829,888,1
2115,2596,630,2
2116,3081,1104,1
2117,2160,506,1
2118,2105,506,1
2119,3948,905,1
2120,4559,1098,1
2121,3957,910,1
2122,1539,339,1
2123,4626,1078,1
2124,404,34,1
2125,4722,1042,1
2126,5243,1104,1
2127,5522,1266,2
2128,5103,1200,1
2129,2717,639,2
2130,4124,946,3
2131,4173,82,1
2132,4915,1104,1
2133,3857,879,1
2134,2385,572,2
2135,3715,845,1
2136,2400,702,1
2137,82,0,1
2138,809,185,1
2139,72,18,1
2140,3470,766,3
2141,2880,670,2
2142,454,94,1
2143,2561,618,2
2144,4067,935,3
2145,5594,165,1
2146,2714,639,2
2147,345,74,3
2148,3400,746,5
2149,3428,790,1
2150,1902,467,1
2151,5394,1245,1
2152,4766,1104,3
2153,5123,1204,1
2154,2268,505,1
2155,431,82,1
2156,1796,434,1
2157,4363,1104,1
2158,2401,582,1
2159,4367,1023,1
2160,781,184,1
2161,2,1,1
2162,1561,339,1
2163,3590,746,1
2164,482,104,1
2165,5589,689,2
2166,4925,1151,1
2167,2750,651,3
2168,1660,413,1
2169,3962,912,1
2170,1315,300,1
2171,642,155,1
2172,998,218,2
2173,1561,339,1
2174,471,94,1
2175,3590,746,1
2176,5504,1276,3
2177,4379,996,1
2178,5298,1228,1
2179,4695,1100,1
2180,5168,1209,1
2181,2479,601,1
2182,1544,347,2
2183,3636,746,5
2184,766,165,1
2185,441,34,1
2186,4049,915,2
2187,3940,879,1
2188,2513,615,2
2189,490,107,1
2190,5599,172,4
2191,3124,715,1
2192,3144,996,1
2193,805,165,1
2194,5541,1266,2
2195,4765,945,3
2196,174,39,1
2197,3802,887,1
2198,2909,676,2
2199,5267,1239,1
2200,1947,472,3
2201,787,180,1
2202,4653,1086,1
2203,5488,1278,1
2204,4994,1104,1
2205,3795,882,1
2206,2268,505,1
2207,2581,733,2
2208,3635,746,1
2209,3807,879,1
2210,1460,339,1
2211,931,217,1
2212,3350,780,1
2213,4614,1042,1
2214,4379,996,1
2215,5565,1287,1
2216,2064,10,3
2217,2401,582,1
2218,3850,892,1
2219,134,113,1
2220,3063,682,2
2221,5191,1211,1
2222,1426,453,2
2223,4084,915,1
2224,4232,148,1
2225,854,194,1
2226,5523,1266,1
2227,1392,352,2
2228,4307,0,1
2229,4477,1050,1
2230,878,1267,3
2231,4516,711,2
2232,1446,361,1
2233,2779,681,2
2234,3857,879,1
2235,2585,610,2
2236,4726,1098,1
2237,623,94,1
2238,3023,696,1
2239,4397,165,5
2240,2191,1058,1
2241,3138,711,1
2242,4870,1036,1
2243,3993,915,2
2244,3396,746,3
2245,345,74,3
2246,185,34,1
2247,600,180,1
2248,229,35,1
2249,2828,638,1
2250,5494,1271,3
2251,2528,610,1
2252,4707,545,1
2253,795,186,1
2254,3845,879,1
2255,4713,1042,1
2256,3920,554,1
2257,4616,1103,1
2258,4071,915,1
2259,5198,1104,1
2260,146,26,1
2261,3544,834,1
2262,1937,1042,3
2263,3881,899,1
2264,5572,1291,1
2265,755,165,1
2266,901,215,2
2267,5205,1207,1
2268,394,420,1
2269,4416,1032,1
2270,256,34,1
2271,737,165,2
2272,2554,618,2
2273,4558,1042,1
2274,2960,685,2
2275,3034,695,1
2276,2835,671,2
2277,1407,370,1
2278,1608,387,1
2279,3249,167,1
2280,812,189,3
2281,3888,879,1
2282,5560,211,1
2283,4486,1056,1
2284,4549,1071,1
2285,1464,360,2
2286,900,194,1
2287,3726,848,1
2288,5437,1259,1
2289,1464,360,2
2290,3617,836,1
2291,1911,462,1
2292,4595,1042,1
2293,1276,323,1
2294,4280,996,1
2295,1294,327,1
2296,1631,1271,1
2297,769,180,1
2298,3837,905,1
2299,3646,829,1
2300,2434,592,1
2301,1415,339,1
2302,178,1104,1
2303,1333,367,1
2304,5404,1251,2
2305,2724,638,2
2306,3704,746,1
2307,4333,1014,1
2308,4001,923,1
2309,44,10,1
2310,4101,942,1
2311,3209,739,2
2312,3976,915,1
2313,105,0,1
2314,5461,199,1
2315,5131,1104,1
2316,2099,999,1
2317,5405,767,1
2318,2222,519,1
2319,2866,668,1
2320,5470,1266,3
2321,2357,343,2
2322,383,1042,1
2323,4631,1086,1
2324,2748,639,3
2325,3652,746,1
2326,845,194,1
2327,4523,1058,1
2328,570,167,1
2329,5012,1183,1
2330,5049,1183,1
2331,4333,1014,1
2332,1488,369,2
2333,1767,432,1
2334,4871,1104,1
2335,1413,357,1
2336,1853,447,3
2337,4632,1086,1
2338,89,0,1
2339,3293,746,1
2340,2977,579,2
2341,5552,490,1
2342,5578,1290,3
2343,205,35,1
2344,5363,1226,1
2345,2923,638,2
2346,279,34,1
2347,1079,215,2
2348,3993,915,2
2349,608,147,1
2350,5294,1221,3
2351,88,12,1
2352,603,149,2
2353,5171,1207,1
2354,2923,638,2
2355,4044,915,1
2356,4550,1042,1
2357,4020,927,1
2358,1734,433,3
2359,3920,554,1
2360,394,420,1
2361,4232,148,1
2362,5566,916,4
2363,4439,1046,1
2364,639,180,1
2365,4191,945,3
2366,2734,639,2
2367,2627,630,1
2368,1937,1042,3
2369,5430,1258,1
2370,3705,801,1
2371,100,25,1
2372,1984,483,1
2373,3188,638,1
2374,3988,929,1
2375,4558,1042,1
2376,165,34,1
2377,352,73,3
2378,2714,639,2
2379,1931,461,1
2380,1853,447,3
2381,697,165,5
2382,4397,165,5
2383,1995,488,1
2384,171,35,1
2385,5511,1271,1
2386,5500,1274,2
2387,357,76,1
2388,1264,319,1
2389,4977,1167,1
2390,139,25,1
2391,171,35,1
2392,2597,629,2
2393,4490,1042,1
2394,174,39,1
2395,3826,879,1
2396,4173,82,1
2397,229,35,1
2398,378,711,1
2399,5110,1200,1
2400,2521,623,4
2401,357,76,1
2402,4638,1053,1
2403,1460,339,1
2404,902,224,1
2405,2088,506,1
2406,4697,1042,1
2407,958,215,1
2408,1562,375,3
2409,2748,639,3
2410,4707,545,1
2411,1227,313,1
2412,2170,999,3
2413,5566,916,4
2414,5560,211,1
2415,2595,629,2
2416,1681,403,1
2417,5546,1278,2
2418,1279,300,1
2419,14,1,1
2420,1836,446,2
2421,2074,505,3
2422,346,35,3
2423,2400,702,1
2424,4516,711,2
2425,3689,841,1
2426,1294,327,1
2427,239,35,3
2428,3030,695,1
2429,2119,505,3
2430,4664,1084,1
2431,3606,746,1
2432,3138,711,1
2433,388,34,3
2434,2771,655,2
2435,2386,288,3
2436,2885,661,2
2437,314,65,1
2438,5005,1104,1
2439,577,143,1
2440,1558,370,1
2441,2996,682,1
2442,4214,945,3
2443,3518,746,1
2444,1487,362,1
2445,697,165,5
2446,3134,711,1
2447,577,143,1
2448,1797,1266,1
2449,4307,0,1
2450,3216,711,1
2451,624,94,1
2452,2798,1104,3
2453,1406,352,2
2454,4872,1139,1
2455,81,0,1
2456,25,933,3
2457,2516,610,1
2458,4432,1046,1
2459,4697,1042,1
2460,1886,215,2
2461,2627,630,1
2462,145,25,3
2463,2809,661,3
2464,4498,1042,1
2465,4890,1138,1
2466,256,34,1
2467,2967,682,2
2468,1362,348,2
2469,264,1088,1
2470,787,180,1
2471,1691,377,1
2472,5584,1266,1
2473,105,0,1
2474,4920,1148,1
2475,3632,829,1
2476,4890,1138,1
2477,4631,1086,1
2478,4783,0,1
2479,2273,549,1
2480,3988,929,1
2481,5487,1266,2
2482,1995,488,1
2483,2851,666,2
2484,4292,1006,1
2485,1234,313,1
2486,5411,1251,1
2487,3538,829,1
2488,4695,1100,1
2489,2020,483,1
2490,766,165,1
2491,2611,631,3
2492,4616,1103,1
2493,681,82,1
2494,1867,215,2
2495,2724,638,2
2496,2764,652,3
2497,1279,300,1
2498,2996,682,1
2499,2386,288,3
2500,3829,888,1
2501,1534,367,2
2502,1828,445,3
2503,1546,342,1
2504,1953,461,3
2505,249,53,3
2506,1787,423,1
2507,1300,329,1
2508,548,133,3
2509,1631,1271,1
2510,5547,1278,3
2511,3948,905,1
2512,287,34,1
2513,421,34,1
2514,5430,1258,1
2515,2866,668,1
2516,3202,611,1
2517,178,1104,1
2518,634,99,1
2519,5609,165,1
2520,4296,996,1
2521,4165,946,3
2522,3943,905,1
2523,1714,405,1
2524,3594,829,1
2525,5289,1230,1
2526,1012,226,2
2527,3254,746,1
2528,4549,1071,1
2529,1809,434,1
2530,3023,696,1
2531,3617,836,1
2532,5610,638,3
2533,5153,1208,1
2534,1693,376,1
2535,845,194,1
2536,600,180,1
2537,2692,638,2
2538,5494,1271,3
2539,4637,1088,1
2540,2154,506,1
2541,3154,717,1
2542,5188,1104,1
2543,1268,300,1
2544,1651,376,1
2545,2490,611,1
2546,548,133,3
2547,218,35,3
2548,2686,638,2
2549,4920,1148,1
2550,3544,834,1
2551,1375,339,2
2552,623,94,1
2553,451,98,1
2554,3559,746,1
2555,3006,691,1
2556,72,18,1
2557,1841,440,2
2558,5598,171,1
2559,871,1267,2
2560,709,169,1
2561,1439,361,2
2562,1234,313,1
2563,1338,339,1
2564,1399,352,2
2565,4810,1011,1
2566,5254,591,2
2567,1796,434,1
2568,4298,999,1
2569,5390,1104,1
2570,4644,483,1
2571,3419,793,1
2572,1930,461,1
2573,2759,639,2
2574,1693,376,1
2575,3108,367,1
2576,388,34,3
2577,2798,1104,3
2578,866,745,1
2579,1521,339,1
2580,1524,367,2
2581,1399,352,2
2582,2847,661,2
2583,3030,695,1
2584,5534,1281,2
2585,3120,715,1
2586,2099,999,1
2587,4166,951,3
2588,3659,839,1
2589,3612,746,1
2590,634,99,1
2591,4379,996,1
2592,577,143,1
2593,4086,939,1
2594,4084,915,1
2595,4989,1104,1
2596,3697,746,1
2597,3414,794,1
2598,5417,1221,1
2599,4900,1104,1
2600,2411,554,1
2601,3870,879,1
2602,2692,638,2
2603,2961,685,2
2604,336,34,1
2605,1486,0,0
2606,3124,715,1
2607,5528,1283,2
2608,3461,746,1
2609,4977,1167,1
2610,4638,1053,1
2611,4976,1157,1
2612,165,34,1
2613,1890,216,1
2614,4416,1032,1
2615,2944,681,2
2616,4920,1148,1
2617,5594,165,1
2618,329,323,3
2619,1967,461,3
2620,2234,538,1
2621,2734,639,2
2622,4696,1099,1
2623,3238,746,1
2624,3063,682,2
2625,5041,1183,1
2626,4610,1080,1
2627,1576,376,1
2628,1042,217,1
2629,4074,922,1
2630,314,65,1
2631,1449,339,1
2632,554,98,1
2633,1502,372,2
2634,4397,165,5
2635,2191,1058,1
2636,2169,516,3
2637,51,9,3
2638,155,37,1
2639,608,147,1
2640,1581,380,1
2641,3192,732,1
2642,4652,1091,1
2643,1588,376,1
2644,2750,651,3
2645,928,216,1
2646,362,77,1
2647,4880,1020,1
2648,2771,655,2
2649,4839,916,3
2650,453,94,1
2651,2271,865,1
2652,2080,511,5
2653,4455,1046,1
2654,1227,313,1
2655,105,0,1
2656,3063,682,2
2657,2178,505,3
2658,2057,506,3
2659,5583,1287,1
2660,690,165,3
2661,5505,1266,4
2662,4617,1042,1
2663,1937,1042,3
2664,4013,780,1
2665,893,1266,1
2666,994,218,1
2667,2544,618,2
2668,5464,217,1
2669,2709,639,3
2670,4306,256,3
2671,4725,1042,1
2672,5328,1240,1
2673,1558,370,1
2674,5282,1228,1
2675,3015,363,2
2676,1503,339,3
2677,1641,376,1
2678,2785,652,2
2679,1066,215,3
2680,720,175,1
2681,1385,339,2
2682,3845,879,1
2683,624,94,1
2684,871,1267,2
2685,4765,945,3
2686,4880,1020,1
2687,212,423,3
2688,2943,674,2
2689,3704,746,1
2690,3293,746,1
2691,1052,453,3
2692,5470,1266,3
2693,3548,831,1
2694,205,35,1
2695,1371,556,1
2696,5009,1177,1
2697,5143,1206,1
2698,928,216,1
2699,3606,746,1
2700,4766,1104,3
2701,2155,519,5
2702,4307,0,1
2703,2700,639,3
2704,5325,1221,1
2705,4155,954,3
2706,4186,946,3
2707,1640,392,1
2708,2020,483,1
2709,1052,453,3
2710,5559,211,1
2711,5599,172,4
2712,2592,610,1
2713,4325,33,1
2714,1033,216,1
2715,2530,619,2
2716,3826,879,1
2717,1300,329,1
2718,5404,1251,2
2719,4470,1042,1
2720,3104,714,1
2721,2571,306,1
2722,5464,217,1
2723,4841,170,3
2724,3500,813,1
2725,3103,730,2
2726,3108,367,1
2727,787,180,1
2728,2195,1207,1
2729,2234,538,1
2730,206,92,1
2731,4384,1030,1
2732,482,104,1
2733,5254,591,2
2734,3238,746,1
2735,1343,339,1
2736,1362,348,2
2737,3518,746,1
2738,5505,1266,4
2739,2084,417,3
2740,4059,933,1
2741,1687,406,1
2742,1299,327,1
2743,4298,999,1
2744,3020,682,1
2745,4455,1046,1
2746,4814,1120,1
2747,3692,746,1
2748,3488,812,1
2749,147,0,1
2750,411,34,1
2751,4783,0,1
2752,1635,1271,3
2753,2743,639,2
2754,647,94,1
2755,134,113,1
2756,4458,1046,1
2757,5283,1221,1
2758,2478,601,1
2759,2847,661,2
2760,798,173,1
2761,3108,367,1
2762,2500,611,2
2763,4013,780,1
2764,2139,506,1
2765,3976,915,1
2766,2337,583,2
2767,1545,708,2
2768,986,224,1
2769,5602,165,3
2770,3006,691,1
2771,3027,695,1
2772,156,37,1
2773,2160,506,1
2774,325,65,3
2775,1975,461,3
2776,2521,623,4
2777,5372,1221,1
2778,4030,936,2
2779,5603,177,2
2780,366,79,1
2781,2015,483,1
2782,3003,682,2
2783,2798,1104,3
2784,5235,1207,1
2785,896,194,1
2786,4880,1020,1
2787,1798,300,1
2788,2929,638,2
2789,1562,375,3
2790,95,31,1
2791,697,165,5
2792,4682,1086,1
2793,1641,376,1
2794,761,181,1
2795,2401,582,1
2796,1231,300,1
2797,3606,746,1
2798,2944,681,2
2799,2788,657,3
2800,2788,657,3
2801,2536,620,2
2802,4653,1086,1
2803,5329,1221,1
2804,4416,1032,1
2805,110,0,1
2806,3970,910,1
2807,1608,387,1
2808,4726,1098,1
2809,4372,377,1
2810,761,181,1
2811,1930,461,1
2812,2914,677,2
2813,3821,879,1
2814,1323,332,1
2815,3192,732,1
2816,1514,369,1
2817,5598,171,1
2818,1694,376,1
2819,2847,661,2
2820,1974,461,1
2821,845,194,1
2822,686,166,1
2823,4590,1079,1
2824,264,1088,1
2825,3601,746,1
2826,3144,996,1
2827,1012,226,2
2828,5212,1104,1
2829,3907,879,1
2830,4895,1104,1
2831,4541,1042,1
2832,3795,882,1
2833,5217,1200,1
2834,25,933,3
2835,4306,256,3
2836,2696,651,1
2837,2960,685,2
2838,4320,1140,1
2839,490,107,1
2840,5358,1244,1
2841,4872,1139,1
2842,3597,829,1
2843,4900,1104,1
2844,5599,172,4
2845,383,1042,1
2846,3623,829,1
2847,5198,1104,1
2848,3216,711,1
2849,4173,82,1
2850,1595,410,1
2851,5571,22,1
2852,5510,1276,2
2853,820,185,1
2854,1009,1267,1
2855,4725,1042,1
2856,3188,638,1
2857,212,423,3
2858,1655,376,1
2859,5565,1287,1
2860,4541,1042,1
2861,387,82,1
2862,146,26,1
2863,4392,1042,1
2864,5128,1104,1
2865,1828,445,3
2866,3400,746,5
2867,1613,376,1
2868,2936,674,2
2869,879,741,1
2870,2008,483,5
2871,2071,10,3
2872,5367,1246,1
2873,4056,919,3
2874,4499,1042,1
2875,1362,348,2
2876,4231,1104,1
2877,5572,1291,1
2878,2870,661,1
2879,5578,1290,3
2880,790,171,3
2881,928,216,1
2882,3400,746,5
2883,774,165,1
2884,2478,601,1
